food_name,protein_g,fat_g,carbohydrates_g,calories_kcal,water_g,fiber_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_a_ug,vitamin_d_ug,vitamin_c_mg,vitamin_b12_ug,cholesterol_mg,sugar_g
4 PITA CHIPS,14.29,14.29,78.57,504,,3.6,143,3.57,,179,750,,0,,,0,3.57
4 PLANT-BASED HOT DOGS,11.67,15,5,128,,5.3,,,,,800,,,,,,4.17
4 PORK TAMALES,4.42,11.5,20.35,204,,2.7,11,0.44,,137,549,,,,,13,3.54
"4 PORK TAMALES, PORK",4.42,11.5,20.35,204,,2.7,11,0.44,,137,549,,0,,,13,3.54
4 PREMIUM CRAB CAKES,5.63,21.13,18.31,296,,1.4,85,1.52,,99,803,,,,,21,2.82
4 PRETZEL BAGUETTES,7.84,3.92,56.86,314,,2,39,3.53,,,647,,,0,,0,5.88
4 PRETZEL BAGUETTES MULTIGRAIN MINI,10.59,12.94,55.29,376,,4.7,118,5.29,,,506,,,0,,0,4.71
"4 Pepper Chicken Sausage Links, All Natural Ingredients in a Vegetable Based Casing,  1.4 oz., 1/10 lb. Fully Cooked , Certified Gluten- Free",15,12.5,5,200,,0,50,0.9,,,600,0,,0,,88,0
"4 QUARTER POUND BEEF, BBQ & BACON PATTIES",15.93,19.47,3.54,257,,0,18,2.39,,,796,,,3.2,,66,1.77
"4 QUESOS MEXICAN BLEND SHREDDED MONTEREY JACK, CHEDDAR, ASADERO & QUESADILLA NATURAL CHEESE, 4 QUESOS MEXICAN BLEND",21.43,28.57,3.57,393,,0,711,3.57,,71,607143,,,,,89286,0
4 RICH FROSTED DONUTS,3.39,32.2,45.76,475,,1.7,25,2.54,,169,305,,,,,8,27.12
"4 SAUSAGE, EGG & CHEDDAR CHEESE ON A CAULIFLOWER CHEESY BREAD BREAKFAST SANDWICHES, SAUSAGE, EGG & CHEDDAR CHEESE",12.68,21.13,4.23,275,,2.8,,,,,486,,,,,141,0.7
4 SIEVE CUT GREEN BEANS,0.83,0,3.33,17,,1.7,25,0.33,,83,117,,,,,0,1.67
4 STAR BEEF CHILI,14.45,23.12,6.94,289,,4.6,58,3.12,,,497,,,0.7,,52,1.73
4 STAR BEEF TACO FILLING,13.79,15.52,6.9,224,,3.4,69,2.48,,,586,,,0,,43,1.72
4 STATE CHEDDAR,25,32.14,3.57,393,,0.9,714,1.29,,,643,,,0,,107,0
"4 STATE CHEDDAR SHREDDED NATURAL WISCONSIN SHARP, NEW YORK SHARP, CALIFORNIA MILD & VERMONT SHARP CHEDDAR CHEESES, 4 STATE CHEDDAR",25,32.14,3.57,393,,0.45,714,0.71,,71,643,,1,,,107,0
"4 STATE CHEDDAR WISCONSIN SHARP, NEW YORK SHARP, CALIFORNIA MILD & VERMONT SHARP CHEDDAR TRADITIONAL CUT SHREDDED NATURAL CHEESES, 4 STATE CHEDDAR",25,32.14,3.57,393,,0.9,714,0.71,,71,643,,,,,107,0
4 TO GO COOKIE BARS,4.55,22.73,68.18,500,,0,91,1.64,,,205,,,5.5,,23,50
"4 TO GO COOKIE BARS, CARAMEL, MILK CHOCOLATE ",4.55,22.73,68.18,500,,0,91,1.64,,,205,,,5.5,,23,50
"4 TURKEY PATTIES, LIGHTLY SEASONED",18.75,8.04,0.89,152,,,,0.64,,,402,,,,,89,0
"4 VEGGIE, GRAIN & LEGUME PROTEIN BURGERS, SWEET POTATO & RED QUINOA WITH BROWN RICE",9.86,7.04,23.94,211,,4.2,28,2.03,,197,592,,,5.1,,0,11.27
"4 VEGGIE, GRAIN & SOY PROTEIN BURGERS, ROASTED VEGETABLES & RED QUINOA WITH BROWN RICE",12.68,9.86,18.31,211,,2.8,56,2.54,,,577,,,3.4,,7,1.41
4 WHOLE WHEAT PITA,7.06,1.18,45.88,224,,2.4,15,2.96,,0,509,,,,,0,0
"4 X HAZELNUT & CHOCOLATE POTS, 4 X HAZELNUT & CHOCOLATE",5.88,32.94,25.88,424,,2.4,106,0,,224,176,,,,,41,21.18
"4 X STICKY TOFFEE LAVA CAKES, STICKY TOFFEE",3.2,13.6,42.4,304,,1.6,60,0.8,,152,432,,,,,40,30.4
"4 YELLOWFIN TUNA BURGERS, 4 YELLOWFIN",17.58,6.59,8.79,165,,1.1,36,1.1,,390,429,,,,,27,0
"4 oz Grilled Fillet, Gluten Free",24,2,0,110,,0,0,0,,380,430,,,0,,70,0
4 oz Natural Raw Fillet Natural,21,2,0,100,,0,5,0,,359,135,,,0,,75,0
"4"" Breadsticks Stuffed with Sauce, Cheese and Pepperoni",9.997142857,7.564285714,29.36428571,228.8914286,,1.311428571,114.5371429,1.841428571,,93.96,475.8571429,,0.02,0,,21.71428571,2.158571429
"4"" CHOCOLATE TRUFFLE SILK PIE, CHOCOLATE",5.63,19.01,40.14,352,,0,127,0.56,,162,204,,,,,127,30.28
"4"" LEMON BLUEBERRY CHEESECAKE, LEMON BLUEBERRY",3.81,20.48,,367,,1.4,29,0.51,,,162,,,0,,38,25.24
"4"" MINI FLOUR TORTILLAS",7.69,7.69,46.15,,,0,154,4.15,,,885,,,,,,
"4"" PECAN PIE, PECAN",4.12,20,47.06,376,,1.8,24,0.71,,88,141,,,,,71,22.94
"4"" PUMPKIN PIE, PUMPKIN",4.23,4.93,19.72,134,,0.7,77,0.63,,148,56,,,,,49,12.68
"4"" RED VELVET VALENTINE CAKE",2.67,18.67,58.67,400,,0.7,27,0.48,,,320,,,0,,33,50.67
"4"" RED VELVET VALENTINE CAKE, RED VELVET",2.67,18.67,58.67,400,,0.7,27,0.48,,,320,,,0,,33,50.67
"4"" SALTED CARAMEL CAKE",2.5,16.25,52.5,362,,1.2,25,0.45,,,575,,,0,,31,43.75
"4"" TACO SHELLS",6.45,12.9,70.97,419,,6.5,129,8.71,,,0,,,0,,0,0
"4"" TOASTED COCONUT CAKE",2.67,20,53.33,400,,1.3,27,0.48,,,333,,,0,,13,42.67
"4"" TOSTADA SHELLS",9.38,12.5,71.88,406,,6.2,125,8.44,,,0,,,0,,0,0
"4"" WHOLE GRAIN RICH MINI FLAT 192/1 OZ",9.167,6.323666667,44.287,269.1103333,,4.05,39.166,2.478,,190.1586667,527.1706667,,0.166666667,,,0.137,3.238
"4"""" APPLE LATTICE PIE, APPLE LATTICE",2.94,7.06,27.06,182,,1.2,12,0.35,,,50,,,,,15,
"4"""" CARAMEL APPLE CRUMB PIE, CARAMEL APPLE CRUMB",2.94,10.59,26.47,206,,1.2,12,0.35,,71,74,,,,,24,6.47
"4"""" CHOCOLATE TRUFFLE SILK PIE, CHOCOLATE",5.63,19.01,40.14,352,,0,127,0.56,,162,204,,,,,127,30.28
"4"""" FANCY CHEESECAKE, 4"""" FANCY CHEESE",4.39,24.39,43.9,410,,2,,0.88,,,156,,,0,,39,27.8
"4"""" KEY LIME PIE, KEY LIME",6.47,8.24,42.94,265,,0,224,0.24,,288,124,,,,,59,42.35
"4"""" MINI FLOUR TORTILLAS",7.69,7.69,46.15,,,0,154,4.15,,,885,,,,,,
"4"""" PECAN PIE, PECAN",4.12,20,47.06,376,,1.8,24,0.71,,88,141,,,,,71,22.94
"4"""" PUMPKIN PIE, PUMPKIN",4.23,4.93,19.72,134,,0.7,77,0.63,,148,56,,,,,49,12.68
"4"""" RASPBERRY CHEESECAKE, 4"""" RASPBERRY",4.32,22.7,42.7,395,,1.6,32,0.78,,,173,,,0,,43,25.95
"4"""" RED VELVET VALENTINE CAKE, RED VELVET",2.67,18.67,58.67,400,,0.7,27,0.48,,,320,,,0,,33,50.67
"4"""" SALTED CARAMEL CAKE",2.5,16.25,52.5,362,,1.2,25,0.45,,,575,,,0,,31,43.75
"4"""" TACO SHELLS",6.45,12.9,70.97,419,,6.5,129,8.71,,,0,,,0,,0,0
"4"""" TOASTED COCONUT CAKE",2.67,20,53.33,400,,1.3,27,0.48,,,333,,,0,,13,42.67
"4"""" TOSTADA SHELLS",9.38,12.5,71.88,406,,6.2,125,8.44,,,0,,,0,,0,0
"4""""STRAWBERRY RHUBARB LATTICE PIE, 4""""STRAWBERRY RHUBARB",2.94,7.06,27.65,188,,1.8,53,0.59,,94,50,,,,,15,
"4""COCONUT CREAM PIE, COCONUT CREAM",4.12,13.53,18.24,218,,0.6,82,0.47,,124,118,,,,,112,11.76
4% COTTAGE CHEESE,10.59478261,3.944347826,7.34173913,104.826087,,0.145454545,78.18181818,0.052727273,,98.14285714,343.4782609,,,1.307692308,,17.65217391,5.973913043
"4% COTTAGE CHEESE WITH BLUEBERRIES, BLUEBERRIES",8.16,2.96,9.383333333,93.66666667,,0.633333333,61.66666667,0.22,,70.33333333,247,,0,,,12.33333333,5.92
"4% COTTAGE CHEESE WITH BLUEBERRY, BLUEBERRY",8.67,3.33,12,113,,0.7,67,0.2,,107,293,,0,,,17,10
"4% COTTAGE CHEESE WITH CRACKED PEPPER, CRACKED PEPPER",10.62,4.42,4.42,97,,0,80,0.18,,124,389,,,,,22,3.54
4% COTTAGE CHEESE WITH HONEY & PEAR ADDED SMALL CURD,8.85,3.1,13.27,115,,0.4,63,0,,110,292,,,,,18,11.5
4% COTTAGE CHEESE WITH HONEY &PEAR ADDED SMALL CURD,8.85,3.1,13.27,115,,0.4,63,0,,110,292,,,,,18,11.5
"4% COTTAGE CHEESE WITH MAPLE & VANILLA FLAVOR SMALL CURD, MAPLE & VANILLA",9.73,3.1,11.5,115,,0.2,62,0.09,,97,292,,,,,18,9.73
"4% COTTAGE CHEESE WITH PEACHES, PEACHES",8.24,2.94,8.24,94,,0.6,47,0.21,,82,247,,0,,,12,5.88
4% COTTAGE CHEESE WITH PINEAPPLE,8.85,3.1,12.39,115,,0.4,71,0,,,283,,,2.1,,18,11.5
"4% COTTAGE CHEESE WITH PINEAPPLE & CHERRY ADDED SMALL CURD, PINEAPPLES CHERRY",8.85,3.1,13.27,,,0,62,0.18,,115,292,,,,,18,11.5
"4% COTTAGE CHEESE WITH PINEAPPLE & CHERRY ADDED, PINEAPPLE & CHERRY",8.85,3.1,13.27,115,,0,62,0.18,,115,292,,,,,18,11.5
"4% COTTAGE CHEESE WITH PINEAPPLE & CHERRY ADDED, PINEAPPLE & CHERRY ADDED",8.85,3.1,13.27,115,,0,62,0.18,,115,292,,,,,18,11.5
"4% COTTAGE CHEESE WITH PINEAPPLE ADDED SMALL CURD, PINEAPPLE",8.67,3.33,13.33,113,,0.7,65,0.24,,118,293,,,,,17,11.33
"4% COTTAGE CHEESE WITH PINEAPPLE, PINEAPPLE",8.3325,2.995,9.895,99,,0.05,53,0.22,,93.75,258.25,,0,,,13.75,7.7775
"4% COTTAGE CHEESE WITH STRAWBERRIES, STRAWBERRIES",8.096,2.976,8.564,93.4,,0.24,63.8,0.228,,88.6,247,,0,,,12.6,5.952
"4% COTTAGE CHEESE WITH STRAWBERRY, STRAWBERRY",8.85,3.1,11.5,106,,0,62,0.18,,115,292,,,,,18,9.73
"4% COTTAGE CHEESE, PINEAPPLE",8.85,3.1,14.16,115,,0.2,65,0,,156,274,,,,,18,12.39
4% LACTOSE FREE ORGANIC COTTAGE CHEESE,10.62,4.42,2.65,97,,0,35,0.32,,49,363,,,,,22,1.77
4% LARGE CURD COTTAGE CHEESE,11.13352941,4.341065574,4.39210084,100.768595,,0.01981982,78.34453782,0.042719298,,129.5280899,373.795082,52.85714286,0.466666667,0.286956522,,21.91803279,3.292521008
4% LOWFAT SMALL CURD COTTAGE CHEESE,10.62,2.21,5.31,80,,0,71,0,,,407,,,,,13,4.42
4% MILK FAT MINIMUM COTTAGE CHEESE,11.61,4.02,5.36,107,,0,89,0.09,,107,357,,,,,22,3.57
4% MILK FAT SMALL CURD COTTAGE CHEESE,10.17,5.08,5.08,110,,0,85,0,,119,339,,0,,,25,4.24
4% MILKBAT MINIMUM LARGE CURD COTTAGE CHEESE,10.62,4.42,4.42,97,,0,97,0,,133,354,,,,,18,3.54
4% MILKFAT COTTAGE CHEESE,11.31,4.175,3.666666667,100.75,,0,66.5,0.125,,98,385.25,,,0,,19.5,3.23
"4% MILKFAT COTTAGE CHEESE, CALIFORNIA STYLE",13.27,4.42,2.65,106,,0,71,0,,102,336,,,0,,22,2.65
"4% MILKFAT COTTAGE CHEESE, COTTAGE",10.62,4.42,3.54,97,,,88,,,88,327,,,,,18,2.65
4% MILKFAT LARGE CURD COTTAGE CHEESE,10.95,4.42,4.925714286,99.57142857,,0.075,79.25,0.045,,146.375,401.75,,,1.1,,21.625,3.64875
"4% MILKFAT LARGE CURD COTTAGE CHEESE, 4% MILKFAT LARGE CURD",10.53,3.95,3.51,88,,0,70,0.09,,114,395,,,,,18,3.51
4% MILKFAT MIN LARGE CURD COTTAGE CHEESE,11.5,4.42,4.42,106,,0,80,0.18,,124,389,,,,,27,3.54
4% MILKFAT MIN SMALL CURD COTTAGE CHEESE,10.62,4.42,4.42,97,,0,80,0,,158,425,,,,,22,3.54
"4% MILKFAT MIN SMALL CURD COTTAGE CHEESE WITH CHIVE, CHIVE",11.5,4.42,4.42,106,,0.2,80,0.18,,124,389,,,,,22,3.54
"4% MILKFAT MIN SMALL CURD COTTAGE CHEESE WITH GARDEN VEGETABLES, GARDEN VEGETABLES",11.5,4.42,5.31,,,0.4,88,0.18,,150,398,,,,,27,3.54
4% MILKFAT MIN SMALL CURD COUNTRY STYLE COTTAGE CHEESE,11.5,4.42,4.42,106,,0.2,82,0,,124,389,,,,,27,3.54
4% MILKFAT MIN. CREAMED WHIPPED COTTAGE CHEESE,11.5,4.42,,106,,0.2,88,0.18,,168,381,,,,,27,3.54
4% MILKFAT MIN. LARGE CURD COTTAGE CHEESE,10.17,4.24,5.08,102,,0,85,0,,119,297,,0,,,25,3.39
4% MILKFAT MIN. SMALL CURD COTTAGE CHEESE,10.17,5.08,5.08,110,,0,110,0,,153,339,,0,,,25,4.24
"4% MILKFAT MINIMUM COTTAGE CHEESE WITH BLUEBERRIES, BLUEBERRIES",8,3,9.33,93,,0.7,67,0.24,,47,247,,,,,13,6
4% MILKFAT MINIMUM LARGE CURD COTTAGE CHEESE,11.34,4.43,4.074,102.6,,0.08,77.6,0.072,,115,374.2,,,0,,22.4,3.014
4% MILKFAT MINIMUM SMALL CURD COTTAGE CHEES,13.27,4.42,2.65,106,,0,77,0,,101,327,,0,,,22,2.65
4% MILKFAT MINIMUM SMALL CURD COTTAGE CHEESE,10.76625,4.6625,4.20875,99.625,,0,85.125,0.0225,,143.8571429,357.375,,0,,,22.75,3.325
"4% MILKFAT MINIMUM SMALL CURD COTTAGE CHEESE WITH PINEAPPLE, PINEAPPLE",8.85,3.54,11.5,115,,0,53,0,,,292,,,,,18,10.62
4% MILKFAT MINIMUM SMALL CURD COTTAGE CURD,10.62,4.42,4.42,97,,0,71,0,,,354,,,,,22,0
4% MILKFAT SMALL CURD COTTAGE CHEESE,11.016,4.496,4.85,99.875,,0.02,73.9,0.044,,149.6666667,405.3,,0,,,19.3,3.87375
4% MILKFAT SMALL CURD COTTAGE CHEESE WITH CRACKED PEPPER,11.5,4.42,4.42,97,,0,80,0.18,,124,404,,,,,22,3.54
"4% MILKFAT SMALL CURD COTTAGE CHEESE WITH CUCUMBER & DILL, CUCUMBER & DILL",11.5,4.42,6.19,,,0.2,88,0.18,,150,451,,,,,27,4.42
"4% MILKFAT SMALL CURD COTTAGE CHEESE, COTTAGE",9.93,4.26,4.26,92,,0,57,0.26,,99,426,,,,,21,3.55
4% PASTEURIZED COTTAGE CHEESE,10.62,4.42,4.42,97,,0,80,0,,158,425,,,,,22,3.54
4% REGULAR SMALL CURD COTTAGE CHEESE,9.93,4.2,4.8,95.14285714,,0,84.14285714,0,,127,353.4285714,,,0,,22.28571429,3.467142857
4% SMALL CURD COTTAGE CHEESE,11.07081633,4.436734694,4.318606557,101.0368852,,0.01369863,81.70638298,0.02283105,,134.3431953,375.2489796,54,0.272727273,0.025581395,,21.99183673,3.402081633
"4% SMALL CURD COTTAGE CHEESE COUNTRY STYLE, COUNTRY STYLE",11.33,4,4,100,,0.2,83,0.24,,124,387,,,,,23,3.33
"4% SMALL CURD COTTAGE CHEESE WITH BLUEBERRY ADDED, BLUEBERRY",8.85,3.1,12.39,106,,0.9,62,0.18,,106,301,,,,,18,9.73
"4% SMALL CURD COTTAGE CHEESE WITH CHIVE, CHIVE",11.45142857,4.3,4.3,104.2857143,,0.2,81.71428571,0.237142857,,125.4285714,388.4285714,,,,,22.28571429,3.48
"4% SMALL CURD COTTAGE CHEESE WITH CHIVES, CHIVES",12.39,3.98,4.42,106,,0,88,0,,,381,,,0,,27,3.54
"4% SMALL CURD COTTAGE CHEESE WITH CRACKED PEPPER, CRACKED PEPPER",10.62,4.42,4.42,97,,0,80,0.18,,124,389,,,,,22,3.54
"4% SMALL CURD COTTAGE CHEESE WITH CUCUMBER & DILL, CUCUMBER & DILL",11.63833333,4.321666667,6.095,106.4,,0.383333333,94.33333333,0.193333333,,147,447.6666667,,,0.8,,25,4.545
"4% SMALL CURD COTTAGE CHEESE WITH GARDEN VEGETABLES, GARDEN VEGETABLES",11.5,4.42,5.31,,,0.4,88,0.18,,150,398,,,,,27,3.54
"4% SMALL CURD COTTAGE CHEESE WITH HONEY & PEAR ADDED, HONEY & PEAR",8.772857143,3.198571429,13.29571429,114.1428571,,0.55,63,0.12,,109.5714286,292.4285714,,,,,17.57142857,11.42714286
"4% SMALL CURD COTTAGE CHEESE WITH MAPLE & VANILLA FLAVOR ADDED, MAPLE & VANILLA",9.73,3.1,11.5,115,,0.2,62,0.09,,97,292,,,,,18,9.73
"4% SMALL CURD COTTAGE CHEESE WITH PINEAPPLE & CHERRY ADDED, PINEAPPLE & CHERRY",8.85,3.1,13.27,,,0,62,0.18,,115,292,,,,,18,11.5
4% SMALL CURD COTTAGE CHEESE WITH PINEAPPLE ADDED,8.85,3.1,13.27,115,,0.2,65,0.32,,118,292,,,,,18,11.5
"4% SMALL CURD COTTAGE CHEESE WITH PINEAPPLE ADDED, PINEAPPLE",9.651111111,3.547777778,13.105,119.1764706,,0.205882353,59.17647059,0.242352941,,116.6363636,305,,0,0,,20.27777778,11.65444444
"4% SMALL CURD COTTAGE CHEESE WITH PINEAPPLE, PINEAPPLE",8.869,3.566,12.978,117.1,,0.233333333,70.33333333,0.09,,128.25,301.7,,0,3.2,,17.9,11.146
"4% SMALL CURD COTTAGE CHEESE WITH SEA SALT, SEA SALT",12.39,4.42,3.54,97,,0,80,0,,389,257,,,,,22,2.65
"4% SMALL CURD COTTAGE CHEESE WITH STRAWBERRY ADDED, STRAWBERRY",8.85,3.1,11.5,106,,0,62,0.18,,115,292,,,,,18,9.73
"4% SMALL CURD COTTAGE CHEESE WITH STRAWBERRY, STRAWBERRY",8.85,3.1,11.5,106,,0.9,106,0.18,,115,292,,,,,18,9.73
"4% SMALL CURD COTTAGE CHEESE, COTTAGE",9.32,4.24,5.08,93,,,,,,,347,,,,,21,3.39
"4% SMALL CURD COTTAGE CHEESE, COTTAGE CHEESE",10.62,4.42,4.42,97,,0,82,0,,139,363,,,,,22,0
4% SMALL CURD COUNTRY STYLE COTTAGE CHEESE,11.5,4.42,4.42,106,,0,80,0.18,,124,389,,,,,27,3.54
"4% SMALL CURD COUNTRY STYLE COTTAGE CHEESE, COUNTRY STYLE",11.5,4.42,4.42,106,,0.2,80,0.18,,124,389,,,,,27,3.54
4% SMALL CURD REGULAR COTTAGE CHEESE,9.32,4.24,5.08,93,,0,85,0,,,347,31,1,0,,21,3.39
4% SMALL CURD REGULAR CULTURED COTTAGE CHEESE,12.39,4.42,3.54,106,,0,133,0,,62,354,,,,,22,3.54
4% WHIPPED COTTAGE CHEESE,11.5,4.42,4.42,106,,0.2,88,0.18,,168,381,,,,,27,3.54
4%MILKFAT MINIMUM COTTAGE CHEESE,10.71,4.46,3.57,98,,0,80,0.09,,107,366,,,,,18,2.68
4-10 OZ LOBSTER TAILS,16.96,0.89,0,80,,0,84,0.27,,200,429,,,0,,125,0
4-5OZ BEEF TENDERLOIN,22.32,6.25,0,143,,0,13,2.5,,286,45,,,0,,62,0
4-6 IPW CLEANED OCTOPUS,15.18,0.89,2.68,80,,0,46,4.46,,350,232,,,1.6,,45,0
"4-CHEESE & GARLIC BREADSTICKS, 4-CHEESE & GARLIC",11.9,8.33,40.48,286,,2.4,167,2.14,,83,667,,0,,,24,0
4-CHEESE ITALIAN BLEND CHEESE,25,25,3.57,357,,0,721,0.36,,143,714,,,,,71,0
"4-CHEESE ITALIAN BLEND FANCY SHREDDED SHREDDED BLEND OF LOW-MOISTURE PART-SKIM MOZZARELLA MILD WHITE CHEDDAR, SMOKED PROVOLONE AND ASIAGO CHEESES, 4-CHEESE ITALIAN BLEND",25,25,3.57,357,,0,721,0.36,,143,714,,0,,,71,0
"4-CHEESE MAC & CHEESE PASTA IN CHEESE SAUCE, 4-CHEESE MAC & CHEESE",2.44,1.42,12.2,73,,0,33,0.81,,59,447,,,,,4,1.63
"4-CHEESE MOZZARELLA, ASIAGO, PARMESAN, AND ROMANO CHEESES WITH TOMATO SAUCE ON A RISING ULTIMATE RISE CRUST PIZZA, 4-CHEESE",9.77,6.77,31.58,226,,1.5,173,0.68,,158,496,,,,,15,3.01
"4-CHEESE MOZZARELLA, PROVOLONE, CHEDDAR AND PARMESAN CHEESES ULTIMATE RISE CRUST PIZZERIA-STYLE PIZZA, 4-CHEESE",9.93,8.51,33.33,248,,1.4,156,1.99,,248,518,,,,,18,5.67
"4-CHEESE MOZZARELLA, PROVOLONE, FONTINA AND ROMANO CHEESE ON A FLOURLESS THIN CRUST PIZZA, 4-CHEESE",17.31,12.82,16.03,212,,12.2,308,0.71,,192,500,,0,,,29,1.92
"4-CHEESE MOZZARELLA, PROVOLONE, FONTINA AND ROMANO CHEESE THIN CRUST PIZZA, 4-CHEESE",17.31,12.82,16.03,212,,12.2,321,0.71,,199,494,,,,,29,1.92
4-D GUMMY,6.25,0,68.75,312,,0,0,0,,,0,,,0,,0,50
"4-D GUMMY, PUMPKIN",6.25,0,68.75,312,,0,0,0,,,0,,,0,,0,50
4-MEAT PIZZA,14.29,13.53,18.8,256,,1.5,226,2.03,,,669,,,6.8,,30,2.26
"4-MEAT PIZZA SAUSAGE, BACON, CANADIAN STYLE BACON & PEPPERONI PIZZA, 4-MEAT PIZZA",13.38,15.49,16.9,275,,1.4,282,1.27,,,831,,,6.3,,35,0
"4-MEAT SAUSAGE, BACON, CANADIAN STYLE BACON & PEPPERONI PIZZA, 4-MEAT",13.38,15.49,16.9,275,,1.4,282,1.27,,,831,,,6.3,,35,0
"4.4lb Jar, ALL NATURAL Non-GMO Peanut Free Spread Creamy",21.88,46.88,25,625,,6.2,94,3.12,,938,312,0,0,0,,0,12.5
"4.5"" HAMBURGER BUNS",8.7,2.9,52.17,275,,1.4,87,2.9,,72,464,,,,,0,5.8
"4.5"""" HAMBURGER BUNS",8.7,2.9,52.17,275,,1.4,87,2.9,,72,464,,,,,0,5.8
4.5OZ TREE TOP UNSWT APSCE,0.78,0,11.76,47,,2.4,4,0.78,,91,0,,0,,,0,8.62
4.62OZ FRITOS 0FLAMAS,7.14,32.14,53.57,536,,3.6,0,0,,,714,,,0,,0,0
4.62OZ FRITOS CHILI CHEESE,7.14,35.71,53.57,571,,3.6,0,0,,,964,,,0,,0,3.57
4.62OZ FRITOS HONEY BBQ,7.14,32.14,57.14,536,,3.6,71,1.29,57,214,643,,,0,,0,3.57
4.62OZ FRITOS REGULAR,7.14,35.71,57.14,571,,3.6,71,0,57,,571,,,0,,0,0
4.75 Inch White Corn Tortillas,4.5,2.89,44.61,222,,4,14,1.73,,174,13,,0,,,0,0
4/5 OZ CAN LOBSTER TAILS,16.96,0.89,0,80,,0,84,0.27,,200,429,,,0,,125,0
4/5 OZ SPLIT LOBSTER TAIL,16.96,0.89,0,80,,0,84,0.27,,196,429,,,0,,125,0
4/5OZ NAT BRD FLOUNDER,10.16,1.56,21.88,180,,1.6,20,1.12,,0,758,,,5.5,,23,0.78
4/6 BLOCK S/O SHRIMP,13.27,0.44,0,62,,0,75,0,,80,743,,,0,,119,0
4/6 CT IPW FROG LEGS,16.07,0,0,71,,0,18,1.52,,286,58,,,0,,49,0
4/6 INCH CLN SQUID T&T,15.18,1.34,2.68,89,,0,32,0.68,,246,45,,,4.7,,232,0
4/6 INCH SQUID T&T,12.455,0.67,1.78,64.5,,0,32,0.515,,247,328,,,2.35,,162.5,0
4/6 INCH SQUID TUBES,15.18,1.34,2.68,89,,0,32,0.68,,246,45,,,4.7,,232,0
4/6 OZ CO GROUPER FILLETS,19.47,0.88,0,88,,0,23,0.88,,478,53,,,1.6,,35,0
4/6 OZ CO SNAPPER FILLET,20.54,1.34,0,98,,0,23,0.18,,420,62,,,1.6,,36,0
4/6 OZ CO SNAPPER FILLETS,14.16,0.88,0,88,,0,0,0.66,,0,58,,,1.6,,35,0
4/6 OZ CO SNAPPER PORT,20.54,1.34,0,98,,0,32,0.18,,420,62,,,1.6,,36,0
4/6 OZ CO V/P REDFISH,16.96,4.46,0.89,116,,0,58,0.89,,276,58,,,0,,85,0
4/6 OZ GROUPER FILLETS,19.555,0.885,0,88.5,,0,25,0.885,,480,53.5,,,1.6,,35.5,0
4/6 OZ H&G FLOUNDER,12.5,1.79,0,71,,0,21,0.19,,161,295,,,0,,45,0
4/6 OZ HADDOCK FILLETS,16.07,0,0,71,,0,0,0.18,,286,214,,,1.6,,54,0
4/6 OZ HOGFISH FILLETS,20.54,1.34,0,98,,0,32,0.18,,420,62,,,1.6,,36,0
4/6 OZ I/L SEA TROUT FIL,20.54,6.25,0,152,,0,44.5,1.5,,361,54,,,0,,45,0
4/6 OZ IQF POLLOCK FILLET,19.64,0.89,0,89,,0,46,0.32,,357,89,,,0,,71,0
4/6 OZ ORANGE ROUGHY FIL,16.07,0.89,0,71,,0,9,1.01,,170,71,,,0,,58,0
4/6 OZ Packers Raw Skin On Boneless Wild Canadian WALLEYE FILLET,17.65,1.18,3.53,81,,0,0,0,,326,99,,,0,,71,0
4/6 OZ SALMON PORTIONS,19.47,3.54,0,115,,0,12,0.57,,372,58,,,0,,62,0
4/6 OZ SK/ON WHITING FIL,18.58,1.33,0,88,,0,49,0.34,,247,71,,,0,,66,0
4/6 OZ SNAPPER FILLET,20.445,1.335,0,97.5,,0,39,0.25,,208.5,62,,,1.6,,35.5,0
4/6 OZ SNAPPER FILLETS,20.54,1.34,0,98,,0,23,0.18,,420,62,,,1.6,,36,0
4/6 OZ SNAPPER PORTIONS,20.54,1.34,0,98,,0,23,0.18,,420,62,,,1.6,,36,0
4/6 OZ SPOTTED SEA TROUT,20.54,6.25,0,152,,0,43,1.5,,361,54,,,0,,45,0
4/6 OZ SQUID STEAKS,15.18,1.34,2.68,89,,0,32,0.68,,246,45,,,4.7,,232,0
4/6 OZ WHITING FILLETS,18.75,1.34,0,89,,0,49,0.34,,249,71,,,0,,67,0
4/8 OZ A/T FLOUNDER FIL,12.5,1.79,0,71,,0,23,0.19,,161,295,,,0,,45,0
40 FLAVORS JELLY BEANS CANDY,0,0,90,367,,0,3,0,,7,33,,,,,0,66.67
"40 G PROTEIN, 0 G SUGAR READY-TO-DRUNK PROTEIN SHAKE, COOKIES & CREAM, COOKIES & CREAM",8,1.8,1.8,56,,1,80,0,,120,84,,,,,5,0
"40 PUFF PASTRY TART SHELL 3.75""",6.47,27.2,,521,,1.5,11,0.75,,,,,,0,,,4.99
40% CACAO MILK CHOCOLATE,7.686666667,36.86333333,52,572.6666667,,3.466666667,196,3.75,,520,73,,,,,21.33333333,46.58666667
40% CHOCOLATE & MILK,5,37.5,55,400,,30,100,3.6,,,225,,,0,,12,2.5
"40% CHOCOLATE & MILK, CARAMELIZED & SALTED",5,37.5,55,400,,30,100,3.6,,,225,,,0,,12,2.5
